product_id,product_name,aisle_id,department_id,aisle,department,full_text,image_url
201,Canned Beans,106,46,marinades meat preparation,pantry,Canned Beans. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod201_real/300/300
202,Frozen Vegetables,96,36,frozen meals,frozen,Frozen Vegetables. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod202_real/300/300
203,Hair Oil,142,41,cold flu allergy,personal care,Hair Oil. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod203_real/300/300
204,Frozen Pizza,162,8,frozen meals,frozen,Frozen Pizza. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod204_real/300/300
205,Cola,193,45,tea,beverages,Cola. tea aisle. beverages department.,https://picsum.photos/seed/prod205_real/300/300
206,Orange Juice,16,34,tea,beverages,Orange Juice. tea aisle. beverages department.,https://picsum.photos/seed/prod206_real/300/300
207,Deodorant,87,32,cold flu allergy,personal care,Deodorant. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod207_real/300/300
208,Frozen Vegetables,3,31,frozen meals,frozen,Frozen Vegetables. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod208_real/300/300
209,Cola,98,26,juice nectars,beverages,Cola. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod209_real/300/300
210,Rice,71,45,marinades meat preparation,pantry,Rice. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod210_real/300/300
211,Rice,190,47,marinades meat preparation,pantry,Rice. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod211_real/300/300
212,Cola,84,10,juice nectars,beverages,Cola. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod212_real/300/300
213,Gluten-Free Bread,145,26,grains rice dried goods,dry goods pasta,Gluten-Free Bread. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod213_real/300/300
214,Sour Cream,151,48,yogurt,dairy eggs,Sour Cream. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod214_real/300/300
215,Frozen Vegetables,15,37,frozen meals,frozen,Frozen Vegetables. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod215_real/300/300
216,Frozen Vegetables,86,29,frozen meals,frozen,Frozen Vegetables. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod216_real/300/300
217,Herbal Tea,199,44,tea,beverages,Herbal Tea. tea aisle. beverages department.,https://picsum.photos/seed/prod217_real/300/300
218,Rice,106,17,marinades meat preparation,pantry,Rice. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod218_real/300/300
219,Granola Bar,49,4,cookies cakes,snacks,Granola Bar. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod219_real/300/300
220,Frozen Fries,105,5,frozen meals,frozen,Frozen Fries. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod220_real/300/300
221,Ice Cream,27,48,frozen pizza,frozen,Ice Cream. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod221_real/300/300
222,Ice Cream,85,41,frozen pizza,frozen,Ice Cream. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod222_real/300/300
223,Frozen Pizza,191,48,frozen meals,frozen,Frozen Pizza. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod223_real/300/300
224,Granola Bar,37,31,cookies cakes,snacks,Granola Bar. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod224_real/300/300
225,Almond Milk,102,15,grains rice dried goods,dry goods pasta,Almond Milk. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod225_real/300/300
226,Body Lotion,158,35,cold flu allergy,personal care,Body Lotion. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod226_real/300/300
227,Sugar,159,49,marinades meat preparation,pantry,Sugar. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod227_real/300/300
228,Green Tea,56,18,juice nectars,beverages,Green Tea. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod228_real/300/300
229,Mineral Water,191,19,tea,beverages,Mineral Water. tea aisle. beverages department.,https://picsum.photos/seed/prod229_real/300/300
230,Pasta,130,11,spices seasonings,pantry,Pasta. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod230_real/300/300
231,Frozen Pizza,157,21,frozen pizza,frozen,Frozen Pizza. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod231_real/300/300
232,Popcorn,140,15,cookies cakes,snacks,Popcorn. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod232_real/300/300
233,Shampoo,126,37,cold flu allergy,personal care,Shampoo. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod233_real/300/300
234,Hair Oil,1,42,cold flu allergy,personal care,Hair Oil. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod234_real/300/300
235,Almond Milk,158,47,grains rice dried goods,dry goods pasta,Almond Milk. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod235_real/300/300
236,Olive Oil,87,23,spices seasonings,pantry,Olive Oil. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod236_real/300/300
237,Frozen Vegetables,48,19,frozen pizza,frozen,Frozen Vegetables. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod237_real/300/300
238,Canned Beans,80,28,spices seasonings,pantry,Canned Beans. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod238_real/300/300
239,Frozen Pizza,104,29,frozen meals,frozen,Frozen Pizza. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod239_real/300/300
240,Sour Cream,78,11,yogurt,dairy eggs,Sour Cream. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod240_real/300/300
241,Frozen Berries,68,22,frozen meals,frozen,Frozen Berries. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod241_real/300/300
242,Shampoo,165,46,cold flu allergy,personal care,Shampoo. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod242_real/300/300
243,Ice Cream,174,1,frozen meals,frozen,Ice Cream. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod243_real/300/300
244,Vegan Snack,154,25,grains rice dried goods,dry goods pasta,Vegan Snack. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod244_real/300/300
245,Yogurt,163,5,yogurt,dairy eggs,Yogurt. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod245_real/300/300
246,Trail Mix,39,32,cookies cakes,snacks,Trail Mix. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod246_real/300/300
247,Ice Cream,138,36,frozen pizza,frozen,Ice Cream. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod247_real/300/300
248,Premium Coffee,128,45,grains rice dried goods,dry goods pasta,Premium Coffee. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod248_real/300/300
249,Tomato Sauce,124,5,spices seasonings,pantry,Tomato Sauce. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod249_real/300/300
250,Sugar,78,41,spices seasonings,pantry,Sugar. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod250_real/300/300
251,Shampoo,57,5,cold flu allergy,personal care,Shampoo. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod251_real/300/300
252,Milk,66,19,yogurt,dairy eggs,Milk. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod252_real/300/300
253,Gluten-Free Bread,146,29,grains rice dried goods,dry goods pasta,Gluten-Free Bread. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod253_real/300/300
254,Hand Soap,132,50,cold flu allergy,personal care,Hand Soap. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod254_real/300/300
255,Olive Oil,132,15,marinades meat preparation,pantry,Olive Oil. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod255_real/300/300
256,Rice,71,22,marinades meat preparation,pantry,Rice. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod256_real/300/300
257,Sugar,120,10,spices seasonings,pantry,Sugar. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod257_real/300/300
258,Canned Beans,47,21,spices seasonings,pantry,Canned Beans. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod258_real/300/300
259,Frozen Berries,194,32,frozen pizza,frozen,Frozen Berries. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod259_real/300/300
260,Popcorn,19,5,cookies cakes,snacks,Popcorn. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod260_real/300/300
261,Frozen Fries,199,34,frozen meals,frozen,Frozen Fries. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod261_real/300/300
262,Cola,4,24,tea,beverages,Cola. tea aisle. beverages department.,https://picsum.photos/seed/prod262_real/300/300
263,Cola,110,49,tea,beverages,Cola. tea aisle. beverages department.,https://picsum.photos/seed/prod263_real/300/300
264,Iced Coffee,28,16,juice nectars,beverages,Iced Coffee. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod264_real/300/300
265,Rice,56,20,marinades meat preparation,pantry,Rice. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod265_real/300/300
266,Flour,22,2,spices seasonings,pantry,Flour. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod266_real/300/300
267,Frozen Fries,14,12,frozen pizza,frozen,Frozen Fries. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod267_real/300/300
268,Green Tea,68,14,tea,beverages,Green Tea. tea aisle. beverages department.,https://picsum.photos/seed/prod268_real/300/300
269,Sugar,65,21,spices seasonings,pantry,Sugar. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod269_real/300/300
270,Flour,37,44,spices seasonings,pantry,Flour. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod270_real/300/300
271,Hand Soap,37,46,cold flu allergy,personal care,Hand Soap. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod271_real/300/300
272,Pasta,139,14,spices seasonings,pantry,Pasta. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod272_real/300/300
273,Sugar,5,8,spices seasonings,pantry,Sugar. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod273_real/300/300
274,Herbal Tea,23,9,tea,beverages,Herbal Tea. tea aisle. beverages department.,https://picsum.photos/seed/prod274_real/300/300
275,Frozen Vegetables,193,9,frozen pizza,frozen,Frozen Vegetables. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod275_real/300/300
276,Chocolate Bar,81,36,cookies cakes,snacks,Chocolate Bar. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod276_real/300/300
277,Mineral Water,108,8,tea,beverages,Mineral Water. tea aisle. beverages department.,https://picsum.photos/seed/prod277_real/300/300
278,Mineral Water,85,8,juice nectars,beverages,Mineral Water. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod278_real/300/300
279,Mineral Water,147,35,tea,beverages,Mineral Water. tea aisle. beverages department.,https://picsum.photos/seed/prod279_real/300/300
280,Organic Juice,136,12,grains rice dried goods,dry goods pasta,Organic Juice. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod280_real/300/300
281,Frozen Pizza,23,22,frozen pizza,frozen,Frozen Pizza. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod281_real/300/300
282,Trail Mix,89,37,cookies cakes,snacks,Trail Mix. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod282_real/300/300
283,Sugar,23,28,spices seasonings,pantry,Sugar. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod283_real/300/300
284,Flour,110,30,marinades meat preparation,pantry,Flour. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod284_real/300/300
285,Sugar,95,43,marinades meat preparation,pantry,Sugar. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod285_real/300/300
286,Trail Mix,58,38,cookies cakes,snacks,Trail Mix. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod286_real/300/300
287,Potato Chips,104,42,cookies cakes,snacks,Potato Chips. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod287_real/300/300
288,Toothpaste,148,40,cold flu allergy,personal care,Toothpaste. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod288_real/300/300
289,Butter,3,22,yogurt,dairy eggs,Butter. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod289_real/300/300
290,Frozen Berries,71,48,frozen pizza,frozen,Frozen Berries. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod290_real/300/300
291,Frozen Pizza,23,21,frozen pizza,frozen,Frozen Pizza. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod291_real/300/300
292,Ice Cream,89,43,frozen pizza,frozen,Ice Cream. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod292_real/300/300
293,Sugar,152,14,spices seasonings,pantry,Sugar. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod293_real/300/300
294,Orange Juice,55,18,juice nectars,beverages,Orange Juice. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod294_real/300/300
295,Sports Drink,184,18,juice nectars,beverages,Sports Drink. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod295_real/300/300
296,Cheddar Cheese,101,11,yogurt,dairy eggs,Cheddar Cheese. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod296_real/300/300
297,Cream Cheese,40,7,yogurt,dairy eggs,Cream Cheese. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod297_real/300/300
298,Frozen Fries,109,26,frozen meals,frozen,Frozen Fries. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod298_real/300/300
299,Yogurt,143,7,yogurt,dairy eggs,Yogurt. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod299_real/300/300
300,Popcorn,180,27,cookies cakes,snacks,Popcorn. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod300_real/300/300
301,Popcorn,169,21,cookies cakes,snacks,Popcorn. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod301_real/300/300
302,Sugar,113,41,spices seasonings,pantry,Sugar. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod302_real/300/300
303,Gluten-Free Bread,69,41,grains rice dried goods,dry goods pasta,Gluten-Free Bread. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod303_real/300/300
304,Sour Cream,117,48,yogurt,dairy eggs,Sour Cream. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod304_real/300/300
305,Canned Beans,97,11,marinades meat preparation,pantry,Canned Beans. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod305_real/300/300
306,Ice Cream,3,36,frozen pizza,frozen,Ice Cream. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod306_real/300/300
307,Milk,154,50,yogurt,dairy eggs,Milk. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod307_real/300/300
308,Frozen Pizza,111,37,frozen meals,frozen,Frozen Pizza. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod308_real/300/300
309,Popcorn,132,7,cookies cakes,snacks,Popcorn. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod309_real/300/300
310,Mineral Water,156,10,juice nectars,beverages,Mineral Water. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod310_real/300/300
311,Frozen Pizza,81,24,frozen meals,frozen,Frozen Pizza. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod311_real/300/300
312,Flour,129,46,marinades meat preparation,pantry,Flour. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod312_real/300/300
313,Herbal Tea,27,27,tea,beverages,Herbal Tea. tea aisle. beverages department.,https://picsum.photos/seed/prod313_real/300/300
314,Cream Cheese,189,3,yogurt,dairy eggs,Cream Cheese. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod314_real/300/300
315,Sugar,127,42,spices seasonings,pantry,Sugar. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod315_real/300/300
316,Green Tea,180,3,tea,beverages,Green Tea. tea aisle. beverages department.,https://picsum.photos/seed/prod316_real/300/300
317,Butter,43,35,yogurt,dairy eggs,Butter. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod317_real/300/300
318,Body Lotion,38,15,cold flu allergy,personal care,Body Lotion. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod318_real/300/300
319,Fish Sticks,57,15,frozen pizza,frozen,Fish Sticks. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod319_real/300/300
320,Frozen Berries,108,18,frozen meals,frozen,Frozen Berries. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod320_real/300/300
321,Vegan Snack,66,29,grains rice dried goods,dry goods pasta,Vegan Snack. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod321_real/300/300
322,Vegan Snack,137,25,grains rice dried goods,dry goods pasta,Vegan Snack. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod322_real/300/300
323,Sour Cream,50,34,yogurt,dairy eggs,Sour Cream. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod323_real/300/300
324,Yogurt,118,47,yogurt,dairy eggs,Yogurt. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod324_real/300/300
325,Iced Coffee,135,31,juice nectars,beverages,Iced Coffee. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod325_real/300/300
326,Rice,89,22,spices seasonings,pantry,Rice. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod326_real/300/300
327,Frozen Pizza,48,46,frozen pizza,frozen,Frozen Pizza. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod327_real/300/300
328,Premium Coffee,115,23,grains rice dried goods,dry goods pasta,Premium Coffee. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod328_real/300/300
329,Granola Bar,128,35,cookies cakes,snacks,Granola Bar. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod329_real/300/300
330,Popcorn,104,44,cookies cakes,snacks,Popcorn. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod330_real/300/300
331,Frozen Pizza,62,12,frozen pizza,frozen,Frozen Pizza. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod331_real/300/300
332,Frozen Fries,2,18,frozen meals,frozen,Frozen Fries. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod332_real/300/300
333,Ice Cream,57,49,frozen meals,frozen,Ice Cream. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod333_real/300/300
334,Pretzels,145,14,cookies cakes,snacks,Pretzels. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod334_real/300/300
335,Yogurt,53,10,yogurt,dairy eggs,Yogurt. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod335_real/300/300
336,Orange Juice,92,27,juice nectars,beverages,Orange Juice. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod336_real/300/300
337,Iced Coffee,108,11,tea,beverages,Iced Coffee. tea aisle. beverages department.,https://picsum.photos/seed/prod337_real/300/300
338,Canned Beans,96,13,marinades meat preparation,pantry,Canned Beans. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod338_real/300/300
339,Iced Coffee,1,27,juice nectars,beverages,Iced Coffee. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod339_real/300/300
340,Frozen Fries,128,25,frozen pizza,frozen,Frozen Fries. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod340_real/300/300
341,Frozen Vegetables,184,39,frozen meals,frozen,Frozen Vegetables. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod341_real/300/300
342,Iced Coffee,109,47,juice nectars,beverages,Iced Coffee. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod342_real/300/300
343,Frozen Berries,150,29,frozen pizza,frozen,Frozen Berries. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod343_real/300/300
344,Fish Sticks,15,12,frozen meals,frozen,Fish Sticks. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod344_real/300/300
345,Pasta,134,31,spices seasonings,pantry,Pasta. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod345_real/300/300
346,Frozen Pizza,110,42,frozen meals,frozen,Frozen Pizza. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod346_real/300/300
347,Hair Oil,114,17,cold flu allergy,personal care,Hair Oil. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod347_real/300/300
348,Potato Chips,198,8,cookies cakes,snacks,Potato Chips. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod348_real/300/300
349,Mineral Water,136,1,juice nectars,beverages,Mineral Water. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod349_real/300/300
350,Body Lotion,174,31,cold flu allergy,personal care,Body Lotion. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod350_real/300/300
351,Popcorn,140,24,cookies cakes,snacks,Popcorn. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod351_real/300/300
352,Butter,89,6,yogurt,dairy eggs,Butter. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod352_real/300/300
353,Fish Sticks,10,5,frozen meals,frozen,Fish Sticks. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod353_real/300/300
354,Pretzels,86,36,cookies cakes,snacks,Pretzels. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod354_real/300/300
355,Hand Soap,120,20,cold flu allergy,personal care,Hand Soap. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod355_real/300/300
356,Fish Sticks,119,40,frozen meals,frozen,Fish Sticks. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod356_real/300/300
357,Frozen Fries,131,43,frozen pizza,frozen,Frozen Fries. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod357_real/300/300
358,Orange Juice,107,7,tea,beverages,Orange Juice. tea aisle. beverages department.,https://picsum.photos/seed/prod358_real/300/300
359,Olive Oil,123,18,marinades meat preparation,pantry,Olive Oil. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod359_real/300/300
360,Toothpaste,43,37,cold flu allergy,personal care,Toothpaste. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod360_real/300/300
361,Sugar,159,29,spices seasonings,pantry,Sugar. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod361_real/300/300
362,Popcorn,161,1,cookies cakes,snacks,Popcorn. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod362_real/300/300
363,Ice Cream,144,10,frozen pizza,frozen,Ice Cream. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod363_real/300/300
364,Chocolate Bar,145,30,cookies cakes,snacks,Chocolate Bar. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod364_real/300/300
365,Potato Chips,44,16,cookies cakes,snacks,Potato Chips. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod365_real/300/300
366,Pasta,6,4,marinades meat preparation,pantry,Pasta. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod366_real/300/300
367,Butter,159,40,yogurt,dairy eggs,Butter. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod367_real/300/300
368,Rice,115,15,marinades meat preparation,pantry,Rice. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod368_real/300/300
369,Iced Coffee,185,11,tea,beverages,Iced Coffee. tea aisle. beverages department.,https://picsum.photos/seed/prod369_real/300/300
370,Ice Cream,76,42,frozen pizza,frozen,Ice Cream. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod370_real/300/300
371,Fish Sticks,86,13,frozen pizza,frozen,Fish Sticks. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod371_real/300/300
372,Vegan Snack,25,16,grains rice dried goods,dry goods pasta,Vegan Snack. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod372_real/300/300
373,Olive Oil,42,24,marinades meat preparation,pantry,Olive Oil. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod373_real/300/300
374,Tomato Sauce,165,23,spices seasonings,pantry,Tomato Sauce. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod374_real/300/300
375,Tomato Sauce,154,3,spices seasonings,pantry,Tomato Sauce. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod375_real/300/300
376,Cheddar Cheese,126,26,yogurt,dairy eggs,Cheddar Cheese. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod376_real/300/300
377,Premium Coffee,26,26,grains rice dried goods,dry goods pasta,Premium Coffee. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod377_real/300/300
378,Flour,150,17,marinades meat preparation,pantry,Flour. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod378_real/300/300
379,Frozen Pizza,65,5,frozen pizza,frozen,Frozen Pizza. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod379_real/300/300
380,Ice Cream,195,11,frozen pizza,frozen,Ice Cream. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod380_real/300/300
381,Cheddar Cheese,2,35,yogurt,dairy eggs,Cheddar Cheese. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod381_real/300/300
382,Chocolate Bar,57,20,cookies cakes,snacks,Chocolate Bar. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod382_real/300/300
383,Pretzels,168,6,cookies cakes,snacks,Pretzels. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod383_real/300/300
384,Frozen Berries,145,22,frozen meals,frozen,Frozen Berries. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod384_real/300/300
385,Frozen Vegetables,160,28,frozen meals,frozen,Frozen Vegetables. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod385_real/300/300
386,Vegan Snack,156,42,grains rice dried goods,dry goods pasta,Vegan Snack. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod386_real/300/300
387,Rice,178,15,spices seasonings,pantry,Rice. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod387_real/300/300
388,Vegan Snack,32,40,grains rice dried goods,dry goods pasta,Vegan Snack. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod388_real/300/300
389,Fish Sticks,112,24,frozen meals,frozen,Fish Sticks. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod389_real/300/300
390,Organic Juice,50,8,grains rice dried goods,dry goods pasta,Organic Juice. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod390_real/300/300
391,Herbal Tea,107,7,tea,beverages,Herbal Tea. tea aisle. beverages department.,https://picsum.photos/seed/prod391_real/300/300
392,Green Tea,138,2,juice nectars,beverages,Green Tea. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod392_real/300/300
393,Tomato Sauce,53,49,spices seasonings,pantry,Tomato Sauce. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod393_real/300/300
394,Chocolate Bar,130,28,cookies cakes,snacks,Chocolate Bar. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod394_real/300/300
395,Flour,18,11,spices seasonings,pantry,Flour. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod395_real/300/300
396,Frozen Berries,47,22,frozen pizza,frozen,Frozen Berries. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod396_real/300/300
397,Cream Cheese,183,1,yogurt,dairy eggs,Cream Cheese. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod397_real/300/300
398,Organic Juice,101,28,grains rice dried goods,dry goods pasta,Organic Juice. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod398_real/300/300
399,Ice Cream,139,3,frozen pizza,frozen,Ice Cream. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod399_real/300/300
400,Gluten-Free Bread,57,22,grains rice dried goods,dry goods pasta,Gluten-Free Bread. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod400_real/300/300
